,0,1
292,-2.1914349,24.730701
293,-27.815128,-27.591053
294,-0.99712235,21.830715
295,-1.3197753,22.846804
296,-0.7609546,22.995337
297,-4.839343,22.926003
298,-0.76232487,30.214691
299,-2.1496065,22.596903
300,34.172516,-20.926144
301,-2.3518264,22.560015
302,-36.539448,-26.459925
303,33.723553,-22.332218
304,16.413227,5.286181
305,33.962826,-20.850534
306,33.149715,-17.520077
307,-35.886127,-27.6931
308,27.494875,-22.03575
309,19.069248,8.147067
310,18.328426,4.066228
311,27.602922,-22.09379
312,33.614178,30.965244
313,34.267776,28.975464
314,35.618908,29.408064
315,35.298187,29.997187
316,23.578087,9.388207
317,34.420547,30.732265
318,27.083822,9.660681
319,23.849106,9.820769
320,25.153767,7.0504823
321,13.491702,41.17116
322,26.78357,7.931502
323,24.484224,10.210144
324,13.811781,41.784348
325,14.290611,41.79711
326,14.954455,40.65832
327,15.857678,40.687332
328,-18.80711,-0.9022083
329,-20.382622,-5.1108046
330,-21.451517,-2.2844777
331,-18.343254,-0.9236743
332,-13.282135,3.2564619
333,-12.532152,0.53076327
334,18.42627,-43.236164
335,17.116604,-43.729946
336,-13.966666,0.7697368
337,16.58672,-42.28243
338,17.041681,-43.537838
339,18.573309,-43.37196
340,-13.245754,1.034989
341,-13.798129,-0.32703942
342,-13.125259,-1.3223262
343,17.115181,-27.336025
344,13.5877,-25.435982
345,16.914272,-25.038736
346,16.759954,-17.672003
347,13.245567,-25.604078
348,17.262384,-15.277244
349,15.699273,-16.980175
350,15.765707,-16.608109
351,23.758038,-15.3889885
352,20.347883,-16.942766
353,23.04786,-28.211887
354,23.369505,-28.576508
355,18.881227,-19.825323
356,21.987082,-18.953737
357,22.161512,-25.588203
358,22.098171,-20.002981
359,21.143076,-27.71201
360,21.8038,-26.78187
361,21.327806,-25.059544
362,20.695286,-19.073212
363,-3.6244972,-30.218178
364,-4.2294617,-32.29106
365,-3.7367265,-30.824127
366,-1.4577076,-27.919333
367,-53.317635,7.24359
368,-54.525623,6.5706754
369,-52.502346,6.9562035
370,-53.98415,8.644394
371,-3.3832185,-29.490538
372,-53.81217,5.4620004
373,-8.366218,-23.161135
374,-7.717797,-22.772823
375,-6.9661984,-25.659887
376,-7.393753,-21.75285
377,-7.6192145,-22.343428
378,-6.176037,-24.882118
379,-51.403774,3.438876
380,-48.7994,6.324079
381,-49.881237,11.46971
382,-46.744137,7.048977
383,4.9575515,10.43089
384,4.422356,11.203297
385,-11.224584,40.46419
386,4.900851,8.759974
387,5.9861345,6.008368
388,6.392553,6.496532
389,7.216027,7.9822707
390,4.1701145,4.7692666
391,1.8958158,3.6201978
392,1.0372106,13.492424
393,-14.495654,41.744972
394,0.7257226,13.730214
395,-13.795094,23.60884
396,-14.476661,23.104422
397,-12.5331545,25.119282
398,0.46853262,13.973775
399,-13.938027,23.290596
400,-33.038143,-32.40241
401,-13.373006,19.850237
402,-34.144653,-31.863121
403,-32.30706,-31.571556
404,-13.675767,43.437725
405,-34.711555,-31.32464
406,-33.216732,-29.126919
407,-2.5115213,27.88876
408,-3.148671,28.175852
409,-0.9516558,29.25049
410,33.79167,-18.90587
411,-3.5303626,30.327644
412,-4.104312,28.78649
413,-0.065841675,21.231377
414,-28.319355,-26.272526
415,-2.465547,24.219725
416,-1.3774235,32.903103
417,-36.403316,-28.759832
418,33.84557,-19.920212
419,-2.203011,22.092508
420,-1.3638554,22.959415
421,33.666862,-20.40243
422,-4.906057,22.977163
423,-0.8470516,30.68675
424,-35.774902,-26.642103
425,33.533085,-20.515379
426,-35.082565,-27.195862
427,-35.83955,-27.871717
428,16.640568,6.2768283
429,33.889103,32.30027
430,34.324844,32.14865
431,33.216606,31.559486
432,33.643875,31.751738
433,33.9736,31.763636
434,34.9834,31.314028
435,20.997118,4.499396
436,35.818863,30.68149
437,33.6505,31.148285
438,34.275986,30.695448
439,22.668026,7.7853403
440,27.191084,9.480742
441,27.9798,9.027606
442,24.014904,9.901665
443,27.41954,8.843877
444,25.090641,10.183644
445,26.876738,8.032762
446,11.504904,41.32794
447,-19.65288,-4.7562613
448,15.968477,40.320442
449,-19.135262,-1.188219
450,-19.433964,-4.5829525
451,-18.187141,-2.1362672
452,-21.68628,-1.8377709
453,-21.162642,-2.8703127
454,-19.937222,-4.869979
455,17.167587,-41.399826
456,15.678035,-42.707863
457,18.414486,-42.576183
458,-13.364745,0.8386863
459,-14.227853,1.2116499
460,-11.833783,-0.37190562
461,-13.696868,0.6326805
462,-13.783395,0.5945181
463,15.209791,-26.34367
464,13.708842,-19.14517
465,14.56449,-22.48091
466,17.515808,-25.019608
467,16.949297,-30.777271
468,15.883827,-17.83374
469,17.02055,-14.220197
470,16.954988,-17.533625
471,19.045574,-15.017153
472,14.461253,-24.347971
473,21.46994,-19.685703
474,20.42949,-17.185736
475,22.070354,-25.51633
476,20.18098,-17.643064
477,20.746336,-19.228592
478,22.23412,-19.956944
479,23.04973,-28.214285
480,20.844711,-26.540834
481,21.08469,-27.622725
482,20.959202,-16.83485
483,22.61159,-25.15357
484,-4.734484,-32.642643
485,-5.854948,-33.173256
486,-6.237156,-33.12875
487,-7.0353765,-31.78823
488,-52.77559,6.360763
489,-54.634308,7.118177
490,-55.736626,5.482524
491,-54.93809,9.026644
492,-53.866894,5.70006
493,-52.527187,7.345254
494,-8.163198,-22.791824
495,-9.046356,-23.346045
496,-6.5659785,-25.469584
497,-5.816444,-22.590368
498,-5.7789345,-22.505096
499,-48.99687,6.138433
500,-48.616337,6.403126
501,-47.100502,7.280228
502,-50.005997,11.321503
503,-51.38769,3.17767
504,5.128685,10.003982
505,3.897616,11.61041
506,7.923313,9.301538
507,-11.301058,39.66565
508,7.1485376,7.7812166
509,6.85104,7.0639606
510,7.024238,7.374611
511,-13.3683815,41.366108
512,-13.092869,41.360077
513,12.957345,8.943727
514,14.13539,10.056089
515,-14.436029,41.19978
516,5.2135596,16.847902
517,5.247217,16.840887
518,-12.8339,43.67958
519,-15.363829,42.56803
520,-13.918916,43.7333
521,-14.907201,42.85429
522,-12.710562,19.222721
523,-13.920971,43.78062
524,-31.161026,-29.807943
525,-31.343891,-29.641897
526,-33.500053,-31.625717
527,-13.08583,43.45028
528,-33.33748,-29.036196
529,-0.39450207,31.877174
530,-1.0544108,29.26481
531,-0.37342212,31.924084
532,-27.335194,-25.796623
533,-37.29693,-29.3806
534,-4.098103,29.023571
535,-1.7404487,34.114906
536,33.969963,-20.115858
537,-1.7382178,34.102818
538,-1.1306647,21.047762
539,16.684645,4.434441
540,-1.071323,30.914442
541,-0.8595834,30.546494
542,34.623966,-21.884527
543,34.4618,-21.9765
544,-0.9728663,22.267574
545,-2.2582686,22.53585
546,0.026745636,30.459465
547,-35.927826,-26.832607
548,33.015167,-22.893667
549,33.154396,-23.251287
550,18.96529,8.159825
551,33.11833,-23.299822
552,33.03621,-17.307705
553,19.421494,3.868817
554,34.30652,29.373957
555,34.741047,29.200272
556,34.573673,29.352018
557,21.00755,4.4898615
558,23.317144,9.331122
559,36.154335,30.947409
560,22.625433,4.7266417
561,22.643831,4.742612
562,12.43902,41.933178
563,14.3548355,41.16223
564,14.513339,41.159683
565,14.5890665,41.656593
566,13.863166,41.77477
567,12.956693,41.22881
568,15.838132,40.376026
569,-20.595549,-4.9534845
570,-19.642855,-4.9908214
571,-18.2663,-1.0097532
572,-21.170809,-2.522647
573,-20.165491,-4.3458204
574,-21.221462,-2.323405
575,17.572546,-40.927055
576,16.156729,-43.695293
577,17.820715,-42.47214
578,17.037338,-43.294052
579,17.781038,-40.99415
580,-13.657563,1.4472905
581,18.061153,-43.642017
582,-12.652656,1.5071406
583,-13.211847,1.6114411
584,17.550026,-25.041267
585,14.511848,-21.74152
586,18.16902,-30.58044
587,15.919516,-24.929731
588,14.856455,-26.758244
589,13.700916,-25.417343
590,13.95751,-25.3583
591,16.359646,-15.4938135
592,19.75731,-14.208962
593,15.069398,-16.399948
594,20.877483,-27.84879
595,17.158276,-14.686205
596,21.342878,-17.479609
597,15.190691,-16.431477
598,16.623592,-15.899635
599,21.686016,-26.488699
600,22.65104,-25.181444
601,21.025545,-17.07202
602,21.65925,-17.108143
603,19.729479,-18.415924
604,21.293406,-28.288906
605,-3.9869292,-31.892511
606,-3.56646,-30.076254
607,-6.279239,-33.056824
608,-6.574246,-32.836155
609,-54.9868,7.3498178
610,-53.783,9.130475
611,-54.632256,6.6656346
612,-54.691135,7.018614
613,-52.50354,6.8189425
614,-54.01726,6.24149
615,-7.1560173,-21.64033
616,-8.779297,-24.499958
617,-7.2233434,-21.620998
618,-8.70746,-24.149393
619,-7.363431,-26.136818
620,-5.980117,-22.279419
621,-47.27002,6.9024687
622,-50.790462,10.002982
623,-50.366398,10.740888
624,-49.87635,11.50127
625,4.792223,10.681123
626,4.1556697,11.43937
627,1.7938404,12.964876
628,5.5268364,5.619273
629,6.5536375,6.616745
630,2.9503398,4.1398177
631,1.4397686,13.199031
632,1.1535751,13.4009075
633,13.00067,8.993031
634,0.83662266,13.646476
635,-15.0219145,41.903065
636,14.606965,10.493932
637,-13.4975395,23.766638
638,-14.879189,42.30036
639,-35.38617,-31.394041
640,12.590872,8.786553
641,-14.866952,21.620865
642,-32.58487,-32.08744
643,-14.863278,21.406359
644,-14.63364,22.921352
645,-35.383934,-31.415129
646,-32.932716,-31.604544
647,-31.980955,-28.991842
648,-32.68453,-29.397491
649,-2.5290926,27.882113
650,33.895115,-19.378153
651,-1.0938224,31.112032
652,-3.6269448,30.48033
653,-27.909977,-27.562935
654,33.205948,-17.722553
655,-4.6659985,23.086662
656,-1.5184692,22.610281
657,-2.3031478,24.577724
658,-0.62284684,21.123968
659,-0.6516454,22.565262
660,-1.5254669,22.66121
661,-0.673342,29.654158
662,-2.2747877,22.349648
663,-0.33863226,22.651747
664,-0.7372656,21.150316
665,-36.32736,-28.377485
666,16.79907,4.9657373
667,-36.03584,-26.498678
668,16.621649,6.068472
669,16.270386,5.5931273
670,17.723017,4.1605797
671,33.03341,-23.419962
672,18.221725,4.1123333
673,18.954159,8.113259
674,19.105968,8.16643
675,34.487064,28.833447
676,33.934963,29.162779
677,34.054886,30.728107
678,35.452545,29.335712
679,35.7873,30.543573
680,22.49616,4.773441
681,22.751253,7.819037
682,22.693413,4.708036
683,22.726648,7.810656
684,23.01054,9.032228
685,12.769296,41.184532
686,12.134255,41.962135
687,12.926609,41.348267
688,12.217242,41.744514
689,11.427667,41.288734
690,11.118673,40.710186
691,-19.021181,-1.1398358
692,-20.45985,-5.045531
693,-21.28108,-2.837029
694,-21.554304,-3.2122068
695,17.001003,-43.705246
696,-12.118511,1.022299
697,17.028091,-41.226273
698,-14.0823145,1.2207593
699,-12.650403,-0.29869527
700,18.673439,-42.655495
701,17.389845,-42.150116
702,-14.553986,-0.13881183
703,-14.071964,-0.16062644
704,-12.575557,1.5692829
705,15.392688,-25.601744
706,16.769485,-30.74093
707,18.439606,-29.719156
708,17.085217,-30.773876
709,23.59899,-15.262368
710,23.758783,-15.370638
711,17.017145,-13.31691
712,16.600063,-17.428493
713,19.433311,-15.03769
714,16.660587,-15.940181
715,15.602178,-17.1224
716,20.132944,-18.355444
717,18.923996,-19.784903
718,22.377172,-24.102652
719,19.862963,-18.358171
720,21.365911,-19.772074
721,20.831276,-24.686218
722,23.831158,-25.98073
723,21.212126,-27.561365
724,21.988575,-27.216064
725,23.020643,-25.871178
726,-3.5533922,-31.45854
727,-5.100632,-32.890873
728,-3.6443567,-31.607725
729,-4.292835,-32.424232
730,-52.796875,6.403007
731,-1.7359614,-27.289295
732,-53.763824,8.551707
733,-53.79925,5.3823705
734,-55.406277,6.0170345
735,-8.212276,-23.10988
736,-54.106094,6.258539
737,-8.029751,-24.330477
738,-7.251493,-26.0835
739,-8.5264435,-24.549639
740,-50.9372,9.657526
741,-49.544952,6.1128707
742,-50.010963,6.718713
743,-49.39019,6.0622287
744,-47.048588,6.232289
745,-47.05012,6.3491
746,5.235264,9.831431
747,2.8857927,12.259934
748,8.148658,9.87006
749,4.959561,8.859078
750,-11.373801,40.536205
751,8.142545,9.791639
752,7.0949574,7.59558
753,3.5792103,4.480375
754,-13.680795,41.267387
755,1.3317269,13.266068
756,-13.643688,41.551075
757,0.6223489,13.820776
758,-14.037097,23.250269
759,0.5710115,13.87179
760,-15.218529,22.42421
761,-35.424927,-31.514877
762,-31.181463,-31.594715
763,-31.650513,-31.509348
764,-33.24068,-32.37636
765,-30.9934,-31.644697
766,-14.817464,20.614767
767,-14.142265,20.557764
768,-32.743862,-29.489407
769,-13.615948,20.017344
770,-31.964432,-28.527063
771,-37.345966,-29.418983
772,-37.362076,-28.982182
773,-34.45803,-26.628468
774,-2.0161324,32.23597
775,-1.970475,32.11583
776,-28.049719,-27.196941
777,-27.94528,-27.51798
778,-0.73957646,29.587128
779,-1.9018533,32.125294
780,-0.70198566,20.968554
781,-2.2076652,24.690857
782,-4.5600677,29.451275
783,16.25802,5.3448534
784,-0.60892487,22.543499
785,16.933432,3.9182055
786,33.80325,-20.888348
787,16.6575,6.171542
788,17.84649,4.0600533
789,17.31267,4.032478
790,16.478529,5.704385
791,18.853231,3.803303
792,33.2165,-17.658625
793,33.119343,-17.460299
794,27.278578,-21.925205
795,27.288137,-21.915085
796,34.119648,28.331505
797,32.989304,31.175165
798,35.827057,30.531534
799,33.20277,28.916838
800,23.36661,9.242148
801,34.465908,29.48101
802,27.159864,8.219928
803,25.580309,9.893941
804,23.011086,9.224318
805,27.249783,8.525933
806,25.792793,9.840916
807,24.560358,10.078826
808,24.774673,6.741359
809,15.078768,41.238636
810,15.325578,40.456604
811,11.431947,40.631954
812,-21.566017,-3.0525136
813,-19.246613,-1.288473
814,-19.095057,-1.2351559
815,-18.34781,-2.6109605
816,-18.238993,-2.07825
817,-12.285373,-0.87064874
818,18.449997,-42.76912
819,17.137522,-41.2682
820,18.180315,-41.60323
821,17.004827,-41.185764
822,17.883375,-43.48673
823,16.076555,-43.56186
824,-13.313565,1.2957797
825,-13.617716,0.42201898
826,-11.717588,0.20109464
827,13.860935,-25.077572
828,17.733181,-30.80097
829,13.893921,-19.834772
830,16.820343,-17.68846
831,17.442883,-25.287237
832,16.98733,-13.302886
833,16.893293,-17.233648
834,19.700182,-15.063478
835,15.5774975,-17.118507
836,19.013573,-20.38346
837,14.484552,-24.443897
838,23.337534,-24.353008
839,21.693617,-17.493973
840,20.47282,-26.944664
841,19.040176,-20.458513
842,19.738356,-18.213938
843,20.295258,-17.040518
844,20.533598,-25.228434
845,22.912693,-26.290972
846,22.129662,-27.331762
847,-1.5390537,-27.711975
848,-5.1742063,-32.941845
849,-5.76894,-33.2135
850,-55.21799,8.72873
851,-55.638454,6.000282
852,-55.128704,8.808614
853,-1.8528721,-27.209879
854,-56.03389,8.23023
855,-3.3775635,-29.455416
856,-53.87314,5.4436364
857,-7.615257,-22.701952
858,-7.5970397,-22.679586
859,-7.1891956,-26.03216
860,-8.984391,-23.95264
861,-49.11824,6.111286
862,-5.904941,-22.384148
863,-51.42728,2.7012048
864,-49.27031,6.1545906
865,-46.76377,8.104876
866,3.8111634,11.680725
867,2.9330091,12.243695
868,5.233333,9.140842
869,5.221276,5.3811646
870,4.87713,5.1739683
871,6.336352,6.2179036
872,-12.66582,40.898144
873,3.890909,4.6111617
874,8.05308,9.597105
875,2.34528,3.8432202
876,13.106657,9.085711
877,-12.74714,43.60261
878,1.6062711,3.4682684
879,10.061818,4.4707675
880,4.1735015,7.939317
881,-32.443325,-32.185406
882,-14.508236,43.62148
883,-14.161009,42.963913
884,-14.467529,22.875532
885,-33.013145,-31.59606
886,-31.04496,-29.561632
887,-34.96176,-31.166683
888,-32.370388,-32.34484
889,-35.038933,-31.12966
890,-32.3873,-29.245234
891,-37.464043,-29.571478
892,-2.5745647,27.899536
893,-27.137281,-27.780102
894,-37.456264,-28.47237
895,-1.0097079,32.55703
896,-28.07055,-27.235312
897,-36.97164,-28.600868
898,-27.928951,-26.871117
899,34.208134,-20.974306
900,-1.7370073,22.752945
901,-1.0889146,31.125366
902,-4.406623,30.040157
903,34.493546,-21.532356
904,-36.393063,-28.54229
905,-34.993423,-27.181183
906,-4.5789633,29.752901
907,16.69487,4.3686867
908,34.41765,-22.010983
909,-4.8891773,22.86715
910,17.63302,4.191595
911,17.738565,4.089632
912,-36.370087,-27.443642
913,33.247757,-22.676437
914,19.223118,8.164868
915,19.109747,8.1522665
916,19.495245,3.978561
917,27.645218,-22.109055
918,33.83668,29.386652
919,35.816376,29.463507
920,21.769817,4.750797
921,35.9366,31.082693
922,35.956047,31.52629
923,25.242947,10.03973
924,26.821293,9.849847
925,22.690449,8.276863
926,28.105911,9.001431
927,13.087163,41.8816
928,13.1033125,41.93038
929,24.767456,6.685309
930,11.476091,40.59926
931,15.929084,40.2526
932,15.692621,40.319847
933,-18.331322,-2.323747
934,-18.806023,-3.1744916
935,-18.319416,-0.9959413
936,-18.365538,-2.6025724
937,-12.441401,-0.8512032
938,-14.111164,-0.39826542
939,18.39176,-41.66237
940,17.992695,-41.21651
941,-12.137513,-0.028062496
942,18.932405,-41.801273
943,18.543234,-42.765633
944,18.805311,-41.823452
945,-13.37805,0.89873534
946,-14.213127,0.12655468
947,13.849185,-19.45766
948,16.597784,-25.017578
949,17.325998,-30.826555
950,17.044939,-30.822538
951,15.964247,-24.955847
952,23.828989,-15.4530945
953,19.816545,-14.563667
954,16.875513,-15.521174
955,17.113855,-14.50108
956,19.711231,-14.160556
957,22.695915,-25.686968
958,18.974474,-20.3725
959,22.53122,-25.869917
960,20.74538,-25.959867
961,22.688541,-26.219683
962,22.438072,-24.10546
963,21.813911,-17.2262
964,22.04345,-25.461908
965,22.054565,-27.241
966,21.166077,-19.262333
967,23.579153,-26.027842
968,-6.0611877,-33.222157
969,-4.0884748,-32.142117
970,-6.7814994,-32.512413
971,-52.519283,7.280469
972,-56.066696,8.233924
973,-7.072769,-30.731853
974,-7.068999,-31.304127
975,-53.771496,9.063131
976,-3.3529172,-29.372896
977,-7.060825,-31.02268
978,-6.2618237,-23.841307
979,-8.963408,-23.46413
980,-8.607527,-24.000723
981,-7.631855,-22.680937
982,-6.3170443,-23.744759
983,-7.3477254,-26.042166
984,-47.231476,8.0951805
985,-51.398556,3.3651311
986,-46.650013,7.3464603
987,-47.018417,6.697935
988,4.3374887,11.301296
989,5.3012085,9.627425
990,8.1586075,9.897858
991,-11.272893,40.58583
992,7.137994,7.5282154
993,-11.132322,40.553654
994,-12.256402,40.68863
995,3.2404304,4.286076
996,3.7286055,4.5311575
997,-12.441917,41.13431
998,4.801582,16.92955
999,14.457814,10.339279
1000,-11.877844,25.965343
1001,10.063464,4.4681973
1002,-15.210186,22.578436
1003,-14.464005,43.431168
1004,-15.011666,23.184021
1005,-12.75739,24.815256
1006,-14.311793,20.633123
1007,-15.003987,21.614298
1008,-14.092517,43.382366
1009,-31.494303,-29.265795
1010,-13.267098,43.92258
1011,-13.969641,20.502777
1012,-14.418642,43.637714
1013,33.71775,-18.689455
1014,-3.4733007,30.305489
1015,-1.0434622,32.47284
1016,-0.79248136,32.69323
1017,33.545692,-18.359894
1018,-27.339457,-25.793493
1019,33.207172,-17.674765
1020,-0.6733742,21.386826
1021,-27.989145,-26.990932
1022,-3.8273036,28.673523
1023,-4.1916018,29.209595
1024,34.526543,-21.658375
1025,33.67387,-20.209806
1026,34.234047,-21.175076
1027,-2.2346215,21.876682
1028,-28.008627,-26.661173
1029,-0.13432053,30.46726
1030,16.609161,6.055037
1031,-36.792755,-27.69533
1032,34.115944,-22.294853
1033,-35.913696,-27.455952
1034,19.089197,3.0773847
1035,33.0534,-23.326094
1036,33.30636,31.210302
1037,18.69043,3.8788645
1038,34.068302,28.143509
1039,33.022945,-17.27825
1040,34.127846,31.01913
1041,35.48283,30.262358
1042,35.169685,31.345345
1043,36.32503,31.109793
1044,26.490957,9.723483
1045,22.712288,7.7493186
1046,25.32982,10.372557
1047,25.128359,7.0038424
1048,25.298645,7.127883
